Loan_ID,Customer_ID,Age,Gender,Employment_Type,Employment_Years,Annual_Income,Credit_Score,Existing_Loans,Previous_Defaults,DTI_Ratio,Loan_Amount,Loan_Tenure_Months,Interest_Rate,Loan_Purpose,EMI,Collateral_Value,Application_Date,Loan_Status,Default_Flag
L102270,C102270,41,Male,Self-employed,8.8,780784.0,734,1,0,0.341,451913,72,7.96,Vehicle,7914.68,729356.0,2025-05-16,Approved,0
L102271,C102271,33,Female,Salaried,4.6,409866.0,710,2,0,0.236,446811,72,8.68,Home Improvement,7983.23,412881.0,2024-08-28,Rejected,0
L102272,C102272,31,Female,Self-employed,0.8,847578.0,793,3,0,0.351,756736,72,10.6,Home Improvement,14249.21,1012350.0,2025-09-06,Approved,0
L102273,C102273,38,Female,Salaried,14.4,1244104.0,710,1,0,0.231,558553,48,7.62,Home Improvement,13536.5,608426.0,2025-03-13,Rejected,0
L102274,C102274,27,Female,Salaried,5.2,1007203.0,700,0,0,0.168,483603,48,8.93,Vehicle,12018.41,465027.0,2023-06-06,Approved,0
L102275,C102275,27,Male,Salaried,9.9,520376.0,659,2,0,0.462,543578,36,12.87,Home Improvement,18281.27,579557.0,2024-02-25,Rejected,0
L102276,C102276,45,Male,Self-employed,10.4,343522.0,664,3,0,0.188,324159,36,10.92,Home Improvement,10600.27,228276.0,2023-04-16,Rejected,0
L102277,C102277,27,Male,Salaried,23.5,755748.0,659,1,0,0.468,1091157,18,12.03,Personal,66556.2,9971.0,2024-10-18,Approved,0
L102278,C102278,45,Male,Salaried,30.6,785278.0,772,2,0,0.301,379474,60,7.97,Education,7688.92,152761.0,2025-01-04,Rejected,0
L102279,C102279,43,Male,Self-employed,1.9,394093.0,684,3,0,0.327,527702,36,10.39,Home Improvement,17124.25,894185.0,2023-07-30,Rejected,0
L102280,C102280,21,Female,Business,11.1,327595.0,676,0,0,0.396,362185,24,9.11,Personal,16564.61,89572.0,2024-01-22,Rejected,0
L102281,C102281,31,Male,Salaried,12.7,756987.0,784,1,0,0.264,1223368,84,7.64,Business,18849.0,1705995.0,2025-03-25,Approved,0
L102282,C102282,50,Male,Salaried,6.9,876310.0,724,4,0,0.347,1250358,48,10.49,Personal,32007.35,127110.0,2025-03-29,Approved,0
L102283,C102283,28,Male,Salaried,2.9,463266.0,630,1,1,0.33,259892,72,11.68,Medical,5037.79,62612.0,2024-01-28,Rejected,0
L102284,C102284,33,Male,Self-employed,5.0,726337.0,624,2,0,0.245,956835,48,9.88,Personal,24212.7,311480.0,2025-06-25,Approved,0
L102285,C102285,43,Male,Salaried,2.3,329362.0,701,3,0,0.434,516083,60,9.56,Home Improvement,10853.84,602510.0,2024-04-30,Approved,0
L102286,C102286,46,Female,Salaried,2.4,1094114.0,730,3,0,0.265,849593,48,8.09,Home Improvement,20776.96,1517444.0,2023-12-10,Approved,0
L102287,C102287,35,Male,Self-employed,20.9,1220185.0,745,0,0,0.206,445905,48,8.57,Home Improvement,11005.54,366074.0,2024-01-19,Approved,0
L102288,C102288,32,Female,Salaried,3.1,1277801.0,695,2,0,0.268,1848774,84,9.7,Medical,30406.02,699641.0,2024-06-04,Approved,0
L102289,C102289,52,Male,Salaried,17.7,860652.0,709,2,0,0.231,178117,12,8.62,Home Improvement,15545.22,298721.0,2023-10-12,Approved,0
L102290,C102290,55,Male,Self-employed,4.2,1910542.0,782,0,0,0.25,2455941,12,8.17,Personal,213831.54,917970.0,2023-04-27,Rejected,0
L102291,C102291,48,Male,Salaried,2.3,811404.0,731,3,0,0.257,711238,60,9.93,Vehicle,15087.22,998791.0,2025-02-07,Rejected,0
L102292,C102292,39,Male,Salaried,7.5,2137625.0,850,0,0,0.201,2500000,36,7.0,Home Improvement,77192.74,1739259.0,2025-06-05,Rejected,0
L102293,C102293,30,Male,Self-employed,7.5,828318.0,707,2,0,0.162,813893,24,8.25,Home Improvement,36903.05,693786.0,2024-11-28,Approved,0
L102294,C102294,30,Female,Salaried,8.5,481061.0,696,2,0,0.202,543568,72,10.1,Vehicle,10097.49,441828.0,2024-03-08,Approved,0
L102295,C102295,43,Female,Salaried,4.6,437633.0,648,1,1,0.359,236364,60,12.08,Home Improvement,5267.35,397246.0,2025-03-11,Rejected,0
L102296,C102296,42,Female,Self-employed,2.1,2376672.0,795,0,0,0.05,2500000,36,7.78,Vehicle,78087.44,2163148.0,2024-08-19,Approved,0
L102297,C102297,52,Female,Business,14.5,1016779.0,654,2,0,0.254,793881,60,10.22,Personal,16953.69,266880.0,2023-11-06,Approved,0
L102298,C102298,45,Female,Salaried,20.1,716686.0,694,2,0,0.441,1103454,36,9.47,Personal,35331.41,213098.0,2025-05-21,Approved,0
L102299,C102299,23,Male,Salaried,9.3,754514.0,675,2,0,0.317,799184,60,9.32,Vehicle,16714.14,936638.0,2025-08-22,Approved,0
L102300,C102300,49,Male,Self-employed,9.3,506726.0,631,0,1,0.177,376588,24,12.31,Business,17781.87,550731.0,2023-05-17,Rejected,0
L102301,C102301,28,Male,Self-employed,15.4,899969.0,760,1,0,0.238,777146,36,8.12,Vehicle,24395.98,1100558.0,2023-08-03,Approved,0
L102302,C102302,34,Male,Business,2.9,1464224.0,850,3,0,0.28,1170577,84,8.23,Personal,18379.29,473289.0,2024-12-01,Approved,0
L102303,C102303,41,Male,Business,4.6,845563.0,676,1,0,0.105,865738,36,9.11,Vehicle,27574.58,933548.0,2025-07-25,Approved,1
L102304,C102304,58,Female,Salaried,4.5,755634.0,742,2,1,0.168,1181521,48,7.0,Personal,28292.99,189457.0,2024-06-16,Approved,0
L102305,C102305,69,Male,Self-employed,10.2,541804.0,653,2,0,0.188,271637,72,8.59,Personal,4841.31,69726.0,2024-07-30,Rejected,0
L102306,C102306,44,Male,Business,5.9,842886.0,754,1,0,0.171,567936,48,8.5,Vehicle,13998.66,843783.0,2023-07-25,Approved,0
L102307,C102307,36,Female,Self-employed,4.4,829031.0,657,0,0,0.135,968233,48,10.68,Personal,24874.29,60705.0,2025-08-25,Approved,1
L102308,C102308,43,Male,Business,9.6,646228.0,725,0,0,0.061,186344,24,7.0,Home Improvement,8343.1,292050.0,2023-01-06,Rejected,0
L102309,C102309,47,Male,Salaried,9.4,1651145.0,747,3,0,0.213,446015,24,8.71,Home Improvement,20316.79,326374.0,2023-07-28,Approved,0
L102310,C102310,35,Male,Self-employed,1.7,903258.0,696,0,0,0.185,872873,72,8.93,Business,15703.7,714062.0,2023-01-23,Approved,0
L102311,C102311,56,Male,Salaried,9.8,315410.0,642,1,0,0.361,148734,48,11.47,Home Improvement,3878.14,152317.0,2023-05-02,Approved,0
L102312,C102312,40,Male,Salaried,1.8,945463.0,712,1,0,0.173,1562459,72,9.59,Education,28623.86,525512.0,2023-01-31,Rejected,0
L102313,C102313,43,Female,Salaried,17.3,1281617.0,773,3,0,0.439,1048396,12,8.79,Personal,91581.71,374405.0,2023-04-14,Approved,0
L102314,C102314,45,Female,Self-employed,3.8,610408.0,656,2,0,0.227,946171,60,12.16,Vehicle,21123.63,1554551.0,2025-10-20,Approved,0
L102315,C102315,42,Male,Salaried,3.3,616296.0,681,2,0,0.13,1329013,48,9.86,Medical,33617.92,650282.0,2024-05-14,Rejected,0
L102316,C102316,46,Male,Business,6.0,487032.0,602,0,0,0.298,187522,48,10.57,Personal,4807.54,7185.0,2023-08-04,Approved,0
L102317,C102317,32,Male,Salaried,15.4,563272.0,773,1,0,0.05,190108,36,7.54,Personal,5917.03,33369.0,2025-08-23,Approved,0
L102318,C102318,32,Female,Salaried,4.4,513420.0,661,1,0,0.098,456199,36,8.54,Personal,14409.54,184332.0,2025-03-02,Rejected,0
L102319,C102319,27,Male,Salaried,8.4,991749.0,640,0,0,0.074,975223,84,10.82,Personal,16606.04,283217.0,2025-06-08,Rejected,0
L102320,C102320,42,Male,Business,9.6,504295.0,710,2,0,0.218,345830,60,9.16,Home Improvement,7205.75,555066.0,2024-05-12,Rejected,0
L102321,C102321,46,Female,Business,1.5,501244.0,627,3,0,0.189,725834,24,7.64,Personal,32708.46,72213.0,2024-06-14,Rejected,0
L102322,C102322,43,Female,Self-employed,13.2,233675.0,645,0,0,0.156,326679,24,9.84,Personal,15050.47,55495.0,2024-11-03,Rejected,0
L102323,C102323,55,Female,Salaried,3.4,238485.0,692,3,0,0.282,384434,24,8.28,Education,17436.04,185424.0,2025-06-02,Rejected,0
L102324,C102324,38,Male,Salaried,3.4,748022.0,812,1,0,0.195,595478,36,7.03,Personal,18394.8,296466.0,2025-09-13,Approved,0
L102325,C102325,45,Female,Business,13.8,877310.0,771,2,0,0.236,1349162,48,7.0,Medical,32307.36,397526.0,2025-01-28,Approved,0
L102326,C102326,27,Male,Self-employed,10.1,845124.0,813,1,0,0.452,1487678,36,7.0,Medical,45935.18,77313.0,2023-09-25,Rejected,0
L102327,C102327,34,Male,Self-employed,6.9,1110580.0,678,4,0,0.38,1337422,36,9.72,Home Improvement,42979.24,1631811.0,2024-12-21,Approved,1
L102328,C102328,45,Male,Business,5.4,397533.0,670,2,0,0.205,261309,60,10.99,Home Improvement,5680.19,250998.0,2024-01-11,Rejected,0
L102329,C102329,46,Female,Self-employed,2.0,1092350.0,676,1,0,0.318,732303,60,7.67,Personal,14733.08,136406.0,2025-07-24,Approved,0
L102330,C102330,35,Male,Salaried,7.6,584545.0,756,3,0,0.387,276943,24,8.54,Home Improvement,12593.7,355096.0,2024-11-09,Rejected,0
L102331,C102331,37,Male,Salaried,2.2,407890.0,721,2,0,0.355,569101,48,10.02,Vehicle,14439.34,462173.0,2025-07-04,Approved,0
L102332,C102332,23,Female,Salaried,3.3,1017953.0,647,2,1,0.277,1577617,48,13.41,Personal,42645.25,21063.0,2024-10-07,Approved,1
L102333,C102333,34,Female,Salaried,8.0,374884.0,639,1,0,0.326,460215,60,12.26,Vehicle,10297.8,683243.0,2023-03-26,Approved,0
L102334,C102334,47,Female,Business,4.2,501844.0,647,2,0,0.38,203607,24,13.33,Business,9711.44,212474.0,2025-04-08,Approved,1
L102335,C102335,44,Male,Salaried,3.0,732759.0,701,2,0,0.273,546223,24,8.02,Vehicle,24709.17,631097.0,2023-02-25,Approved,0
L102336,C102336,43,Female,Salaried,8.4,580406.0,730,0,0,0.224,167782,48,10.9,Vehicle,4328.27,207005.0,2023-10-10,Rejected,0
L102337,C102337,38,Male,Salaried,10.7,464774.0,710,3,0,0.217,226452,60,10.86,Home Improvement,4907.82,407192.0,2024-05-15,Rejected,0
L102338,C102338,38,Male,Salaried,1.4,905487.0,696,1,0,0.262,240025,36,11.1,Home Improvement,7869.48,350532.0,2024-08-24,Approved,0
L102339,C102339,31,Female,Salaried,11.5,810427.0,849,1,1,0.36,1412739,36,9.88,Home Improvement,45505.56,1557773.0,2025-12-21,Approved,0
L102340,C102340,45,Male,Self-employed,7.8,197546.0,626,1,0,0.431,201328,36,9.55,Personal,6453.84,3472.0,2025-12-02,Rejected,0
L102341,C102341,42,Female,Salaried,1.5,309073.0,607,0,0,0.367,218129,24,12.86,Home Improvement,10355.91,147746.0,2023-07-25,Approved,0
L102342,C102342,43,Male,Salaried,10.4,534330.0,767,4,0,0.427,494225,36,11.46,Medical,16288.17,129118.0,2025-03-12,Rejected,0
L102343,C102343,33,Male,Business,14.9,1012826.0,720,3,0,0.443,1282504,48,9.52,Home Improvement,32232.77,1200987.0,2023-05-20,Approved,0
L102344,C102344,21,Male,Self-employed,6.3,1120338.0,780,1,0,0.241,1723664,60,8.52,Home Improvement,35380.22,1904034.0,2024-02-08,Approved,0
L102345,C102345,49,Male,Salaried,6.7,959676.0,672,2,0,0.308,1526021,48,12.73,Personal,40735.12,554608.0,2024-10-16,Approved,0
L102346,C102346,33,Male,Salaried,4.5,1342199.0,717,0,0,0.146,472902,48,11.72,Medical,12388.41,87478.0,2025-12-24,Approved,0
L102347,C102347,29,Male,Salaried,13.3,468093.0,700,1,0,0.243,813491,36,8.14,Vehicle,25544.42,1414967.0,2023-02-10,Approved,0
L102348,C102348,45,Male,Salaried,6.1,263154.0,583,0,0,0.223,62749,60,13.35,Personal,1439.0,10058.0,2023-12-16,Approved,0
L102349,C102349,34,Female,Salaried,4.8,426087.0,692,0,0,0.29,275362,48,9.51,Personal,6919.27,7381.0,2024-07-29,Approved,0
L102350,C102350,49,Male,Self-employed,5.7,768932.0,706,3,0,0.258,740515,72,9.68,Vehicle,13599.47,951100.0,2025-08-02,Approved,0
L102351,C102351,44,Male,Salaried,6.6,670308.0,622,1,1,0.165,491822,84,11.01,Medical,8423.78,213891.0,2025-07-08,Approved,0
L102352,C102352,45,Male,Salaried,7.0,403547.0,568,0,1,0.325,258383,48,12.54,Personal,6872.92,48749.0,2025-06-13,Rejected,0
L102353,C102353,24,Female,Salaried,4.6,774690.0,587,2,0,0.34,1357298,12,12.61,Medical,120981.95,386712.0,2023-09-16,Rejected,0
L102354,C102354,50,Female,Business,20.5,641298.0,717,3,0,0.2,175715,12,7.0,Vehicle,15204.05,260159.0,2023-05-01,Approved,0
L102355,C102355,41,Male,Self-employed,7.6,758959.0,685,3,0,0.389,241940,36,10.54,Business,7868.21,411216.0,2023-12-25,Rejected,0
L102356,C102356,34,Female,Salaried,5.5,914746.0,733,2,0,0.32,1125104,36,7.49,Personal,34992.56,532028.0,2025-07-04,Approved,0
L102357,C102357,39,Male,Salaried,6.3,955525.0,692,0,0,0.207,1016823,36,10.2,Personal,32905.58,479615.0,2023-10-02,Rejected,0
L102358,C102358,21,Male,Self-employed,5.3,597769.0,649,1,1,0.134,422205,48,10.59,Vehicle,10828.24,448362.0,2024-10-20,Approved,0
L102359,C102359,42,Male,Salaried,8.7,221546.0,601,1,0,0.177,369368,36,11.08,Business,12106.63,411600.0,2025-11-17,Rejected,0
L102360,C102360,28,Female,Salaried,4.7,2291797.0,753,2,0,0.135,2500000,36,9.75,Personal,80374.85,1163756.0,2023-09-28,Approved,0
L102361,C102361,24,Male,Salaried,11.1,871253.0,728,2,0,0.122,547770,60,7.44,Personal,10960.58,196650.0,2024-06-20,Rejected,0
L102362,C102362,23,Female,Self-employed,3.6,585517.0,624,2,0,0.293,503616,48,10.98,Personal,13011.33,79039.0,2023-10-14,Approved,0
L102363,C102363,49,Female,Salaried,3.8,537827.0,639,1,0,0.423,224291,24,12.21,Education,10580.17,83866.0,2025-09-17,Approved,0
L102364,C102364,32,Male,Self-employed,4.6,260751.0,659,2,0,0.395,70046,72,11.7,Vehicle,1358.51,93319.0,2024-10-15,Approved,0
L102365,C102365,53,Male,Salaried,6.0,332989.0,583,4,1,0.314,350311,48,11.02,Home Improvement,9057.37,426108.0,2025-12-09,Rejected,0
L102366,C102366,33,Male,Salaried,1.0,847031.0,754,1,0,0.283,448164,60,10.14,Personal,9553.06,211463.0,2024-06-29,Approved,0
L102367,C102367,21,Female,Salaried,7.7,516932.0,607,2,0,0.346,404295,24,12.59,Home Improvement,19143.15,567564.0,2023-12-16,Approved,0
L102368,C102368,27,Female,Business,5.6,562319.0,706,1,0,0.257,595635,36,9.74,Medical,19146.84,282012.0,2025-01-19,Rejected,0
L102369,C102369,50,Male,Salaried,5.6,310302.0,627,0,0,0.265,523238,60,13.1,Personal,11932.07,202921.0,2024-01-02,Approved,0
L102370,C102370,36,Male,Salaried,9.6,844887.0,793,1,0,0.129,1242546,60,7.0,Home Improvement,24603.9,994022.0,2025-06-08,Approved,0
L102371,C102371,33,Male,Salaried,2.7,459683.0,633,1,0,0.265,593887,36,10.74,Personal,19370.06,7542.0,2024-08-06,Rejected,0
L102372,C102372,40,Female,Salaried,10.1,512581.0,647,2,0,0.227,793243,24,10.51,Vehicle,36791.14,884347.0,2025-08-06,Approved,0
L102373,C102373,43,Male,Self-employed,13.2,1534169.0,829,2,0,0.311,1951232,48,7.0,Personal,46724.68,579754.0,2023-10-08,Approved,0
L102374,C102374,49,Male,Salaried,4.6,457068.0,640,4,0,0.283,498298,36,9.99,Education,16076.34,129017.0,2023-08-26,Approved,0
L102375,C102375,52,Male,Salaried,3.9,297963.0,510,0,0,0.326,230452,60,10.62,Home Improvement,4967.02,338423.0,2023-07-11,Rejected,0
L102376,C102376,34,Male,Self-employed,7.2,367935.0,747,2,0,0.382,256016,18,8.52,Medical,15201.69,103782.0,2023-11-10,Approved,0
L102377,C102377,25,Male,Salaried,13.3,829491.0,831,2,0,0.308,310583,48,7.93,Home Improvement,7572.04,544879.0,2023-04-17,Rejected,0
L102378,C102378,34,Male,Business,1.6,627511.0,749,2,0,0.215,306295,36,8.65,Vehicle,9690.28,248980.0,2025-12-18,Rejected,0
L102379,C102379,41,Male,Salaried,5.3,665099.0,720,1,0,0.281,603292,72,9.26,Home Improvement,10952.67,424160.0,2023-12-21,Rejected,0
L102380,C102380,28,Male,Salaried,6.3,684560.0,746,2,0,0.423,856894,72,8.8,Personal,15361.06,103415.0,2023-05-03,Approved,0
L102381,C102381,28,Male,Salaried,9.5,566826.0,744,4,0,0.385,382627,48,9.99,Personal,9702.57,28635.0,2025-05-17,Approved,1
L102382,C102382,41,Male,Self-employed,7.7,288923.0,709,2,0,0.262,372772,60,8.29,Personal,7610.31,121935.0,2024-06-08,Approved,0
L102383,C102383,38,Female,Salaried,6.4,1112156.0,715,1,0,0.197,1555032,36,9.31,Personal,49674.26,489843.0,2023-08-27,Rejected,0
L102384,C102384,38,Male,Self-employed,9.8,719708.0,715,0,0,0.278,1289930,60,10.6,Vehicle,27789.57,1745223.0,2023-11-10,Rejected,0
L102385,C102385,30,Male,Self-employed,6.9,333651.0,608,1,0,0.157,600053,48,13.08,Vehicle,16121.76,484159.0,2024-08-07,Rejected,0
L102386,C102386,36,Male,Business,5.1,1725311.0,801,2,0,0.273,1894428,60,8.01,Personal,38421.24,760903.0,2025-11-17,Rejected,0
L102387,C102387,29,Female,Salaried,,752218.0,800,3,0,0.322,1147969,18,7.0,Education,67368.54,561098.0,2023-04-20,Rejected,0
L102388,C102388,47,Male,Salaried,2.9,595487.0,563,2,0,0.347,632600,48,13.37,Vehicle,17087.48,653062.0,2023-08-16,Approved,1
L102389,C102389,48,Male,Self-employed,12.3,429511.0,560,1,2,0.381,373015,36,12.41,Education,12462.61,105999.0,2023-07-05,Approved,0
L102390,C102390,21,Female,Salaried,14.2,500620.0,638,2,0,0.293,501205,18,11.39,Medical,30422.68,181363.0,2023-02-18,Approved,0
L102391,C102391,29,Male,Self-employed,7.2,817392.0,672,3,0,0.274,181147,48,8.44,Vehicle,4459.84,318911.0,2023-06-23,Rejected,0
L102392,C102392,23,Female,Salaried,6.2,567364.0,614,1,0,0.373,673070,24,11.67,Medical,31580.12,319193.0,2023-02-18,Rejected,0
L102393,C102393,31,Male,Salaried,5.3,856677.0,626,0,0,0.184,1107449,36,10.69,Vehicle,36094.1,1665582.0,2025-03-31,Rejected,0
L102394,C102394,37,Female,Salaried,10.9,707639.0,728,0,0,0.256,328090,36,9.5,Personal,10509.69,83238.0,2025-11-12,Approved,0
L102395,C102395,24,Male,Salaried,2.5,487443.0,672,1,0,0.205,422109,12,10.65,Home Improvement,37237.82,403142.0,2024-05-30,Approved,0
L102396,C102396,29,Female,Self-employed,6.1,1625224.0,695,0,0,0.109,733758,48,9.35,Vehicle,18381.79,1029089.0,2024-03-04,Rejected,0
L102397,C102397,28,Female,Business,7.1,323846.0,615,1,0,0.214,156193,36,13.04,Home Improvement,5265.77,261843.0,2024-06-03,Rejected,0
L102398,C102398,40,Male,Self-employed,9.1,800565.0,720,2,0,0.164,1006622,24,7.91,Medical,45485.48,250417.0,2023-03-25,Approved,0
L102399,C102399,39,Female,Salaried,10.5,807637.0,705,2,0,0.344,866318,60,10.05,Personal,18428.02,430668.0,2024-05-24,Approved,0
L102400,C102400,31,Female,Salaried,8.2,816283.0,662,4,0,0.352,739504,48,10.48,Medical,18926.66,81386.0,2023-08-29,Rejected,0
L102401,C102401,40,Male,Salaried,6.3,824481.0,724,3,0,0.201,339236,48,9.59,Business,8537.26,356300.0,2024-11-07,Approved,0
L102402,C102402,33,Female,Salaried,9.8,1061879.0,643,1,0,0.206,1760590,36,10.38,Personal,57123.91,369598.0,2025-06-28,Approved,0
L102403,C102403,35,Male,Business,3.2,611957.0,642,3,1,0.116,247581,36,9.14,Business,7889.15,381220.0,2025-07-13,Approved,0
L102404,C102404,55,Male,Salaried,10.6,398399.0,579,2,0,0.148,139814,84,9.02,Vehicle,2250.9,243283.0,2024-08-10,Rejected,0
L102405,C102405,51,Male,Salaried,9.8,345848.0,657,1,0,0.112,315528,36,8.94,Personal,10024.9,148291.0,2023-07-02,Approved,0
L102406,C102406,25,Female,Salaried,1.2,856993.0,656,0,0,0.241,1037178,36,11.17,Education,34039.44,353899.0,2025-11-24,Approved,0
L102407,C102407,46,Female,Self-employed,9.5,911640.0,676,3,0,0.379,505344,60,12.46,Personal,11358.92,73660.0,2023-09-13,Rejected,0
L102408,C102408,46,Female,Self-employed,4.1,1561309.0,729,2,0,0.273,1817142,18,11.89,Business,110720.21,2070416.0,2024-10-29,Rejected,0
L102409,C102409,27,Male,Salaried,1.3,481517.0,683,1,0,0.373,405450,24,12.81,Vehicle,19239.67,617545.0,2024-05-15,Approved,0
L102410,C102410,46,Female,Salaried,5.4,439298.0,683,1,0,0.166,440238,18,10.05,Personal,26449.55,168080.0,2023-02-07,Approved,1
L102411,C102411,53,Male,Self-employed,9.4,807135.0,580,1,1,0.198,599377,48,11.98,Business,15778.01,997371.0,2024-11-21,Approved,0
L102412,C102412,27,Male,Salaried,5.3,224911.0,733,1,0,0.325,88510,24,9.53,Education,4065.11,24090.0,2023-03-10,Approved,0
L102413,C102413,29,Male,Salaried,15.8,485205.0,578,2,0,0.451,96464,12,13.47,Business,8637.19,149829.0,2024-12-29,Rejected,0
L102414,C102414,48,Female,Self-employed,9.0,317238.0,660,2,0,0.335,160156,60,10.91,Home Improvement,3475.0,222441.0,2025-06-30,Rejected,0
L102415,C102415,41,Male,Salaried,13.1,757459.0,664,3,1,0.29,782072,18,11.35,Personal,47456.55,288413.0,2024-07-22,Approved,0
L102416,C102416,44,Male,Salaried,10.6,492596.0,673,3,0,0.217,610885,24,11.86,Home Improvement,28716.56,903393.0,2025-09-10,Approved,0
L102417,C102417,41,Male,Salaried,3.8,476196.0,617,2,0,0.274,475839,36,10.32,Medical,15425.57,25443.0,2024-08-29,Rejected,0
L102418,C102418,42,Male,Business,7.6,469289.0,709,3,0,0.407,463834,36,10.36,Personal,15045.14,165693.0,2024-12-02,Approved,0
L102419,C102419,25,Male,Salaried,5.9,621339.0,622,1,0,0.328,923170,48,10.68,Medical,23716.6,138704.0,2024-09-06,Approved,0
L102420,C102420,48,Male,Self-employed,4.4,686063.0,775,0,0,0.223,787385,24,8.27,Medical,35708.33,169682.0,2025-08-05,Approved,0
L102421,C102421,50,Male,Salaried,2.8,1299628.0,683,2,0,0.302,1751891,36,11.74,Business,57970.54,2230786.0,2023-04-06,Approved,1
L102422,C102422,36,Male,Salaried,6.4,494058.0,655,2,0,0.342,403643,36,12.99,Medical,13598.38,113092.0,2023-02-10,Rejected,0
L102423,C102423,38,Female,Salaried,10.3,409149.0,724,1,0,0.219,606498,48,8.47,Vehicle,14940.56,505462.0,2023-02-02,Approved,0
L102424,C102424,23,Male,Business,10.3,664293.0,733,1,0,0.209,596059,36,10.21,Medical,19291.97,132746.0,2025-10-08,Approved,0
L102425,C102425,43,Male,Self-employed,7.6,367390.0,591,3,1,0.303,336159,12,11.28,Vehicle,29754.21,309138.0,2023-01-11,Approved,1
L102426,C102426,44,Female,Salaried,1.1,758862.0,762,0,0,0.407,809576,48,7.0,Education,19386.3,374586.0,2025-04-26,Rejected,0
L102427,C102427,37,Male,Salaried,6.8,1833818.0,684,1,0,0.257,1349889,36,11.05,Vehicle,44225.6,1883271.0,2024-02-07,Approved,0
L102428,C102428,49,Male,Self-employed,8.7,272994.0,790,1,0,0.25,471375,24,10.46,Vehicle,21851.78,649209.0,2025-07-01,Approved,0
L102429,C102429,35,Male,Salaried,14.4,1125273.0,689,0,0,0.305,1477557,12,11.61,Education,131009.73,343123.0,2023-08-31,Rejected,0
L102430,C102430,44,Male,Business,3.8,1019224.0,747,0,0,0.05,680500,36,8.43,Medical,21459.64,60145.0,2025-11-09,Approved,0
L102431,C102431,28,Male,Salaried,7.7,899604.0,615,1,1,0.166,832968,36,11.36,Vehicle,27412.53,1390818.0,2023-12-02,Approved,1
L102432,C102432,38,Male,Business,5.7,808418.0,621,2,0,0.179,768928,48,11.76,Home Improvement,20158.33,1019264.0,2024-11-12,Approved,0
L102433,C102433,36,Male,Salaried,10.1,958133.0,657,0,1,0.201,1569588,36,10.77,Personal,51215.51,741344.0,2024-10-07,Rejected,0
L102434,C102434,40,Male,Self-employed,3.7,815337.0,774,1,0,0.246,796860,12,7.22,Home Improvement,69030.55,999687.0,2025-01-15,Rejected,0
L102435,C102435,34,Female,Salaried,3.2,865640.0,741,1,0,0.249,699581,60,10.35,Vehicle,14984.79,850023.0,2023-09-10,Rejected,0
L102436,C102436,37,Male,Salaried,7.7,1313160.0,825,0,0,0.29,762617,18,7.39,Personal,44889.4,218318.0,2025-10-04,Approved,0
